"organizer","month","year","date","count"
"Conference House Park","Oct",2018,Oct 2018,142
"Conference House Park","Nov",2014,Nov 2014,33
"Conference House Park","Nov",2015,Nov 2015,30
"Conference House Park","Nov",2016,Nov 2016,29
"Conference House Park","Nov",2018,Nov 2018,121
"Conference House Park","Dec",2014,Dec 2014,33
"Conference House Park","Dec",2015,Dec 2015,23
"Conference House Park","Dec",2016,Dec 2016,60
"Conference House Park","Dec",2017,Dec 2017,3
"Conference House Park","Dec",2018,Dec 2018,21
"Fort Tryon Park Trust","Jan",2013,Jan 2013,3
"Fort Tryon Park Trust","Jan",2014,Jan 2014,5
"Fort Tryon Park Trust","Jan",2015,Jan 2015,15
"Fort Tryon Park Trust","Jan",2016,Jan 2016,15
"Fort Tryon Park Trust","Jan",2017,Jan 2017,6
"Fort Tryon Park Trust","Jan",2018,Jan 2018,8
"Fort Tryon Park Trust","Feb",2013,Feb 2013,2
"Fort Tryon Park Trust","Feb",2014,Feb 2014,5
"Fort Tryon Park Trust","Feb",2015,Feb 2015,13
"Fort Tryon Park Trust","Feb",2016,Feb 2016,14
"Fort Tryon Park Trust","Feb",2017,Feb 2017,8
"Fort Tryon Park Trust","Feb",2018,Feb 2018,8
"Fort Tryon Park Trust","Mar",2013,Mar 2013,5
"Fort Tryon Park Trust","Mar",2014,Mar 2014,7
"Fort Tryon Park Trust","Mar",2015,Mar 2015,13
"Fort Tryon Park Trust","Mar",2016,Mar 2016,17
"Fort Tryon Park Trust","Mar",2017,Mar 2017,8
"Fort Tryon Park Trust","Mar",2018,Mar 2018,8
"Fort Tryon Park Trust","Apr",2013,Apr 2013,2
"Fort Tryon Park Trust","Apr",2014,Apr 2014,7
"Fort Tryon Park Trust","Apr",2015,Apr 2015,17
"Fort Tryon Park Trust","Apr",2016,Apr 2016,20
"Fort Tryon Park Trust","Apr",2017,Apr 2017,13
"Fort Tryon Park Trust","Apr",2018,Apr 2018,9
"Fort Tryon Park Trust","May",2013,May 2013,1
"Fort Tryon Park Trust","May",2014,May 2014,22
"Fort Tryon Park Trust","May",2015,May 2015,20
"Fort Tryon Park Trust","May",2016,May 2016,22
"Fort Tryon Park Trust","May",2017,May 2017,19
"Fort Tryon Park Trust","May",2018,May 2018,14
"Fort Tryon Park Trust","Jun",2013,Jun 2013,4
"Fort Tryon Park Trust","Jun",2014,Jun 2014,25
"Fort Tryon Park Trust","Jun",2015,Jun 2015,27
"Fort Tryon Park Trust","Jun",2016,Jun 2016,42
"Fort Tryon Park Trust","Jun",2017,Jun 2017,22
"Fort Tryon Park Trust","Jun",2018,Jun 2018,30
"Fort Tryon Park Trust","Jul",2013,Jul 2013,5
"Fort Tryon Park Trust","Jul",2014,Jul 2014,25
"Fort Tryon Park Trust","Jul",2015,Jul 2015,34
"Fort Tryon Park Trust","Jul",2016,Jul 2016,41
"Fort Tryon Park Trust","Jul",2017,Jul 2017,27
"Fort Tryon Park Trust","Jul",2018,Jul 2018,21
"Fort Tryon Park Trust","Aug",2013,Aug 2013,6
"Fort Tryon Park Trust","Aug",2014,Aug 2014,23
"Fort Tryon Park Trust","Aug",2015,Aug 2015,33
"Fort Tryon Park Trust","Aug",2016,Aug 2016,36
"Fort Tryon Park Trust","Aug",2017,Aug 2017,29
"Fort Tryon Park Trust","Aug",2018,Aug 2018,25
"Fort Tryon Park Trust","Sep",2013,Sep 2013,8
"Fort Tryon Park Trust","Sep",2014,Sep 2014,15
"Fort Tryon Park Trust","Sep",2015,Sep 2015,20
"Fort Tryon Park Trust","Sep",2016,Sep 2016,19
"Fort Tryon Park Trust","Sep",2017,Sep 2017,11
"Fort Tryon Park Trust","Sep",2018,Sep 2018,11
"Fort Tryon Park Trust","Oct",2013,Oct 2013,8
"Fort Tryon Park Trust","Oct",2014,Oct 2014,17
"Fort Tryon Park Trust","Oct",2015,Oct 2015,23
"Fort Tryon Park Trust","Oct",2016,Oct 2016,21
"Fort Tryon Park Trust","Oct",2017,Oct 2017,11
"Fort Tryon Park Trust","Oct",2018,Oct 2018,11
"Fort Tryon Park Trust","Nov",2013,Nov 2013,8
"Fort Tryon Park Trust","Nov",2014,Nov 2014,16
"Fort Tryon Park Trust","Nov",2015,Nov 2015,18
"Fort Tryon Park Trust","Nov",2016,Nov 2016,20
"Fort Tryon Park Trust","Nov",2017,Nov 2017,9
"Fort Tryon Park Trust","Nov",2018,Nov 2018,11
"Fort Tryon Park Trust","Dec",2014,Dec 2014,17
"Fort Tryon Park Trust","Dec",2015,Dec 2015,17
"Fort Tryon Park Trust","Dec",2016,Dec 2016,19
"Fort Tryon Park Trust","Dec",2017,Dec 2017,8
"Fort Tryon Park Trust","Dec",2018,Dec 2018,7
"GreenThumb","Jan",2013,Jan 2013,3
"GreenThumb","Jan",2014,Jan 2014,5
"GreenThumb","Jan",2015,Jan 2015,4
"GreenThumb","Jan",2016,Jan 2016,5
"GreenThumb","Jan",2017,Jan 2017,4
"GreenThumb","Jan",2018,Jan 2018,3
"GreenThumb","Feb",2013,Feb 2013,6
"GreenThumb","Feb",2014,Feb 2014,11
"GreenThumb","Feb",2015,Feb 2015,8
"GreenThumb","Feb",2016,Feb 2016,4
"GreenThumb","Feb",2017,Feb 2017,4
"GreenThumb","Feb",2018,Feb 2018,7
"GreenThumb","Mar",2013,Mar 2013,3
"GreenThumb","Mar",2014,Mar 2014,10
"GreenThumb","Mar",2015,Mar 2015,4
"GreenThumb","Mar",2016,Mar 2016,5
"GreenThumb","Mar",2017,Mar 2017,5
"GreenThumb","Mar",2018,Mar 2018,8
"GreenThumb","Apr",2013,Apr 2013,5
"GreenThumb","Apr",2014,Apr 2014,13
"GreenThumb","Apr",2015,Apr 2015,6
"GreenThumb","Apr",2016,Apr 2016,10
"GreenThumb","Apr",2017,Apr 2017,11
"GreenThumb","Apr",2018,Apr 2018,11
"GreenThumb","May",2013,May 2013,7
"GreenThumb","May",2014,May 2014,15
"GreenThumb","May",2015,May 2015,9
"GreenThumb","May",2016,May 2016,8
"GreenThumb","May",2017,May 2017,10
"GreenThumb","May",2018,May 2018,12
"GreenThumb","Jun",2013,Jun 2013,6
"GreenThumb","Jun",2014,Jun 2014,6
"GreenThumb","Jun",2015,Jun 2015,7
"GreenThumb","Jun",2016,Jun 2016,10
"GreenThumb","Jun",2017,Jun 2017,13
"GreenThumb","Jun",2018,Jun 2018,10
"GreenThumb","Jul",2013,Jul 2013,1
"GreenThumb","Jul",2014,Jul 2014,6
"GreenThumb","Jul",2015,Jul 2015,8
"GreenThumb","Jul",2016,Jul 2016,12
"GreenThumb","Jul",2017,Jul 2017,13
"GreenThumb","Jul",2018,Jul 2018,7
"GreenThumb","Aug",2013,Aug 2013,7
"GreenThumb","Aug",2014,Aug 2014,6
"GreenThumb","Aug",2015,Aug 2015,8
"GreenThumb","Aug",2016,Aug 2016,6
"GreenThumb","Aug",2017,Aug 2017,13
"GreenThumb","Aug",2018,Aug 2018,15
"GreenThumb","Sep",2013,Sep 2013,7
"GreenThumb","Sep",2014,Sep 2014,7
"GreenThumb","Sep",2015,Sep 2015,7
"GreenThumb","Sep",2016,Sep 2016,6
"GreenThumb","Sep",2017,Sep 2017,11
"GreenThumb","Sep",2018,Sep 2018,9
"GreenThumb","Oct",2013,Oct 2013,7
"GreenThumb","Oct",2014,Oct 2014,6
"GreenThumb","Oct",2015,Oct 2015,6
"GreenThumb","Oct",2016,Oct 2016,7
"GreenThumb","Oct",2017,Oct 2017,9
"GreenThumb","Oct",2018,Oct 2018,12
"GreenThumb","Nov",2013,Nov 2013,7
"GreenThumb","Nov",2014,Nov 2014,5
"GreenThumb","Nov",2015,Nov 2015,7
"GreenThumb","Nov",2016,Nov 2016,12
"GreenThumb","Nov",2017,Nov 2017,10
"GreenThumb","Nov",2018,Nov 2018,4
"GreenThumb","Dec",2013,Dec 2013,5
"GreenThumb","Dec",2014,Dec 2014,6
"GreenThumb","Dec",2015,Dec 2015,10
"GreenThumb","Dec",2016,Dec 2016,5
"GreenThumb","Dec",2017,Dec 2017,5
"GreenThumb","Dec",2018,Dec 2018,6
"King Manor Museum","Jan",2016,Jan 2016,5
"King Manor Museum","Feb",2013,Feb 2013,1
"King Manor Museum","Feb",2014,Feb 2014,1
"King Manor Museum","Feb",2015,Feb 2015,1
"King Manor Museum","Feb",2016,Feb 2016,2
"King Manor Museum","Feb",2017,Feb 2017,2
"King Manor Museum","Feb",2018,Feb 2018,1
"King Manor Museum","Mar",2013,Mar 2013,2
"King Manor Museum","Mar",2014,Mar 2014,3
"King Manor Museum","Mar",2015,Mar 2015,1
"King Manor Museum","Mar",2016,Mar 2016,2
"King Manor Museum","Mar",2017,Mar 2017,2
"King Manor Museum","Mar",2018,Mar 2018,2
"King Manor Museum","Apr",2013,Apr 2013,3
"King Manor Museum","Apr",2014,Apr 2014,2
"King Manor Museum","Apr",2015,Apr 2015,3
"King Manor Museum","Apr",2016,Apr 2016,4
"King Manor Museum","Apr",2017,Apr 2017,2
"King Manor Museum","Apr",2018,Apr 2018,2
"King Manor Museum","May",2013,May 2013,2
"King Manor Museum","May",2014,May 2014,1
"King Manor Museum","May",2015,May 2015,4
"King Manor Museum","May",2016,May 2016,1
"King Manor Museum","May",2017,May 2017,6
"King Manor Museum","May",2018,May 2018,4
"King Manor Museum","Jun",2013,Jun 2013,2
"King Manor Museum","Jun",2014,Jun 2014,2
"King Manor Museum","Jun",2015,Jun 2015,1
"King Manor Museum","Jun",2016,Jun 2016,4
"King Manor Museum","Jun",2017,Jun 2017,3
"King Manor Museum","Jun",2018,Jun 2018,1
"King Manor Museum","Jul",2013,Jul 2013,1
"King Manor Museum","Jul",2014,Jul 2014,1
"King Manor Museum","Jul",2015,Jul 2015,1
"King Manor Museum","Jul",2016,Jul 2016,3
"King Manor Museum","Jul",2017,Jul 2017,2
"King Manor Museum","Jul",2018,Jul 2018,1
"King Manor Museum","Aug",2013,Aug 2013,4
"King Manor Museum","Aug",2014,Aug 2014,4
"King Manor Museum","Aug",2015,Aug 2015,4
"King Manor Museum","Aug",2016,Aug 2016,1
"King Manor Museum","Aug",2017,Aug 2017,2
"King Manor Museum","Aug",2018,Aug 2018,2
"King Manor Museum","Sep",2013,Sep 2013,2
"King Manor Museum","Sep",2014,Sep 2014,2
"King Manor Museum","Sep",2015,Sep 2015,1
"King Manor Museum","Sep",2016,Sep 2016,10
"King Manor Museum","Sep",2017,Sep 2017,1
"King Manor Museum","Sep",2018,Sep 2018,2
"King Manor Museum","Oct",2013,Oct 2013,3
"King Manor Museum","Oct",2014,Oct 2014,3
"King Manor Museum","Oct",2015,Oct 2015,1
"King Manor Museum","Oct",2016,Oct 2016,3
"King Manor Museum","Oct",2017,Oct 2017,3
"King Manor Museum","Oct",2018,Oct 2018,3
"King Manor Museum","Nov",2013,Nov 2013,2
"King Manor Museum","Nov",2014,Nov 2014,1
"King Manor Museum","Nov",2016,Nov 2016,2
"King Manor Museum","Nov",2017,Nov 2017,1
"King Manor Museum","Nov",2018,Nov 2018,1
"King Manor Museum","Dec",2013,Dec 2013,2
"King Manor Museum","Dec",2014,Dec 2014,2
"King Manor Museum","Dec",2015,Dec 2015,3
"King Manor Museum","Dec",2016,Dec 2016,2
"King Manor Museum","Dec",2017,Dec 2017,2
"King Manor Museum","Dec",2018,Dec 2018,1
"Kingsland Homestead","Jan",2014,Jan 2014,1
"Kingsland Homestead","Jan",2015,Jan 2015,15
"Kingsland Homestead","Jan",2016,Jan 2016,14
"Kingsland Homestead","Jan",2017,Jan 2017,1
"Kingsland Homestead","Feb",2014,Feb 2014,1
"Kingsland Homestead","Feb",2015,Feb 2015,13
"Kingsland Homestead","Feb",2016,Feb 2016,12
"Kingsland Homestead","Feb",2017,Feb 2017,1
"Kingsland Homestead","Mar",2014,Mar 2014,4
"Kingsland Homestead","Mar",2015,Mar 2015,17
"Kingsland Homestead","Mar",2016,Mar 2016,13
"Kingsland Homestead","Mar",2017,Mar 2017,1
"Kingsland Homestead","Apr",2014,Apr 2014,1
"Kingsland Homestead","Apr",2015,Apr 2015,14
"Kingsland Homestead","Apr",2016,Apr 2016,13
"Kingsland Homestead","Apr",2018,Apr 2018,1
"Kingsland Homestead","May",2014,May 2014,1
"Kingsland Homestead","May",2015,May 2015,5
"Kingsland Homestead","May",2016,May 2016,16
"Kingsland Homestead","May",2017,May 2017,1
"Kingsland Homestead","May",2018,May 2018,2
"Kingsland Homestead","Jun",2014,Jun 2014,8
"Kingsland Homestead","Jun",2015,Jun 2015,5
"Kingsland Homestead","Jun",2016,Jun 2016,1
"Kingsland Homestead","Jun",2017,Jun 2017,1
"Kingsland Homestead","Jul",2014,Jul 2014,15
"Kingsland Homestead","Jul",2015,Jul 2015,14
"Kingsland Homestead","Jul",2016,Jul 2016,1
"Kingsland Homestead","Jul",2018,Jul 2018,1
"Kingsland Homestead","Aug",2014,Aug 2014,17
"Kingsland Homestead","Aug",2015,Aug 2015,16
"Kingsland Homestead","Aug",2016,Aug 2016,1
"Kingsland Homestead","Sep",2014,Sep 2014,15
"Kingsland Homestead","Sep",2015,Sep 2015,15
"Kingsland Homestead","Sep",2016,Sep 2016,1
"Kingsland Homestead","Sep",2018,Sep 2018,2
"Kingsland Homestead","Oct",2014,Oct 2014,14
"Kingsland Homestead","Oct",2015,Oct 2015,16
"Kingsland Homestead","Oct",2016,Oct 2016,3
"Kingsland Homestead","Oct",2017,Oct 2017,7
"Kingsland Homestead","Oct",2018,Oct 2018,2
"Kingsland Homestead","Nov",2014,Nov 2014,18
"Kingsland Homestead","Nov",2015,Nov 2015,14
"Kingsland Homestead","Nov",2016,Nov 2016,2
"Kingsland Homestead","Nov",2017,Nov 2017,1
"Kingsland Homestead","Nov",2018,Nov 2018,1
"Kingsland Homestead","Dec",2013,Dec 2013,2
"Kingsland Homestead","Dec",2014,Dec 2014,14
"Kingsland Homestead","Dec",2015,Dec 2015,13
"Kingsland Homestead","Dec",2017,Dec 2017,3
"Manhattan Recreation ","Jan",2014,Jan 2014,5
"Manhattan Recreation ","Jan",2015,Jan 2015,8
"Manhattan Recreation ","Jan",2017,Jan 2017,2
"Manhattan Recreation ","Feb",2013,Feb 2013,2
"Manhattan Recreation ","Feb",2014,Feb 2014,46
"Manhattan Recreation ","Feb",2015,Feb 2015,8
"Manhattan Recreation ","Feb",2016,Feb 2016,2
"Manhattan Recreation ","Feb",2017,Feb 2017,3
"Manhattan Recreation ","Mar",2013,Mar 2013,1
"Manhattan Recreation ","Mar",2014,Mar 2014,35
"Manhattan Recreation ","Mar",2015,Mar 2015,10
"Manhattan Recreation ","Mar",2016,Mar 2016,2
"Manhattan Recreation ","Mar",2017,Mar 2017,6
"Manhattan Recreation ","Apr",2013,Apr 2013,3
"Manhattan Recreation ","Apr",2014,Apr 2014,33
"Manhattan Recreation ","Apr",2015,Apr 2015,8
"Manhattan Recreation ","Apr",2016,Apr 2016,4
"Manhattan Recreation ","Apr",2017,Apr 2017,2
"Manhattan Recreation ","May",2013,May 2013,1
"Manhattan Recreation ","May",2014,May 2014,31
"Manhattan Recreation ","May",2015,May 2015,1
"Manhattan Recreation ","May",2016,May 2016,21
"Manhattan Recreation ","May",2017,May 2017,6
"Manhattan Recreation ","May",2018,May 2018,1
"Manhattan Recreation ","Jun",2013,Jun 2013,18
"Manhattan Recreation ","Jun",2014,Jun 2014,18
"Manhattan Recreation ","Jun",2016,Jun 2016,53
"Manhattan Recreation ","Jun",2017,Jun 2017,3
"Manhattan Recreation ","Jun",2018,Jun 2018,1
"Manhattan Recreation ","Jul",2014,Jul 2014,6
"Manhattan Recreation ","Jul",2016,Jul 2016,34
"Manhattan Recreation ","Jul",2017,Jul 2017,6
"Manhattan Recreation ","Aug",2013,Aug 2013,1
"Manhattan Recreation ","Aug",2014,Aug 2014,15
"Manhattan Recreation ","Aug",2016,Aug 2016,29
"Manhattan Recreation ","Aug",2017,Aug 2017,22
"Manhattan Recreation ","Sep",2013,Sep 2013,1
"Manhattan Recreation ","Sep",2014,Sep 2014,13
"Manhattan Recreation ","Sep",2016,Sep 2016,18
"Manhattan Recreation ","Sep",2017,Sep 2017,23
"Manhattan Recreation ","Oct",2013,Oct 2013,28
"Manhattan Recreation ","Oct",2014,Oct 2014,9
"Manhattan Recreation ","Oct",2016,Oct 2016,9
"Manhattan Recreation ","Oct",2017,Oct 2017,15
"Manhattan Recreation ","Nov",2014,Nov 2014,9
"Manhattan Recreation ","Nov",2016,Nov 2016,1
"Manhattan Recreation ","Dec",2014,Dec 2014,9
"Manhattan Recreation ","Dec",2015,Dec 2015,1
"Manhattan Recreation ","Dec",2016,Dec 2016,6
"Merchant's House Museum","Jan",2014,Jan 2014,1
"Merchant's House Museum","Jan",2015,Jan 2015,1
"Merchant's House Museum","Jan",2016,Jan 2016,5
"Merchant's House Museum","Jan",2017,Jan 2017,8
"Merchant's House Museum","Jan",2018,Jan 2018,2
"Merchant's House Museum","Feb",2014,Feb 2014,4
"Merchant's House Museum","Feb",2015,Feb 2015,4
"Merchant's House Museum","Feb",2016,Feb 2016,7
"Merchant's House Museum","Feb",2017,Feb 2017,8
"Merchant's House Museum","Feb",2018,Feb 2018,4
"Merchant's House Museum","Mar",2015,Mar 2015,26
"Merchant's House Museum","Mar",2016,Mar 2016,6
"Merchant's House Museum","Mar",2017,Mar 2017,9
"Merchant's House Museum","Mar",2018,Mar 2018,9
"Merchant's House Museum","Apr",2015,Apr 2015,5
"Merchant's House Museum","Apr",2016,Apr 2016,8
"Merchant's House Museum","Apr",2017,Apr 2017,8
"Merchant's House Museum","Apr",2018,Apr 2018,4
"Merchant's House Museum","May",2015,May 2015,9
"Merchant's House Museum","May",2016,May 2016,7
"Merchant's House Museum","May",2018,May 2018,28
"Merchant's House Museum","Jun",2015,Jun 2015,13
"Merchant's House Museum","Jun",2016,Jun 2016,12
"Merchant's House Museum","Jun",2017,Jun 2017,4
"Merchant's House Museum","Jun",2018,Jun 2018,32
"Merchant's House Museum","Jul",2015,Jul 2015,5
"Merchant's House Museum","Jul",2016,Jul 2016,6
"Merchant's House Museum","Jul",2017,Jul 2017,3
"Merchant's House Museum","Jul",2018,Jul 2018,26
"Merchant's House Museum","Aug",2015,Aug 2015,8
"Merchant's House Museum","Aug",2016,Aug 2016,5
"Merchant's House Museum","Aug",2018,Aug 2018,2
"Merchant's House Museum","Sep",2015,Sep 2015,10
"Merchant's House Museum","Sep",2016,Sep 2016,9
"Merchant's House Museum","Sep",2017,Sep 2017,3
"Merchant's House Museum","Sep",2018,Sep 2018,4
"Merchant's House Museum","Oct",2015,Oct 2015,17
"Merchant's House Museum","Oct",2016,Oct 2016,10
"Merchant's House Museum","Oct",2017,Oct 2017,33
"Merchant's House Museum","Oct",2018,Oct 2018,19
"Merchant's House Museum","Nov",2015,Nov 2015,6
"Merchant's House Museum","Nov",2016,Nov 2016,4
"Merchant's House Museum","Nov",2017,Nov 2017,1
"Merchant's House Museum","Nov",2018,Nov 2018,2
"Merchant's House Museum","Dec",2014,Dec 2014,1
"Merchant's House Museum","Dec",2015,Dec 2015,7
"Merchant's House Museum","Dec",2016,Dec 2016,27
"Morris-Jumel Mansion","Jan",2013,Jan 2013,3
"Morris-Jumel Mansion","Jan",2014,Jan 2014,3
"Morris-Jumel Mansion","Jan",2016,Jan 2016,16
"Morris-Jumel Mansion","Jan",2017,Jan 2017,4
"Morris-Jumel Mansion","Feb",2013,Feb 2013,3
"Morris-Jumel Mansion","Feb",2014,Feb 2014,3
"Morris-Jumel Mansion","Feb",2016,Feb 2016,17
"Morris-Jumel Mansion","Feb",2017,Feb 2017,6
"Morris-Jumel Mansion","Mar",2013,Mar 2013,2
"Morris-Jumel Mansion","Mar",2016,Mar 2016,11
"Morris-Jumel Mansion","Mar",2017,Mar 2017,3
"Morris-Jumel Mansion","Apr",2013,Apr 2013,3
"Morris-Jumel Mansion","Apr",2014,Apr 2014,5
"Morris-Jumel Mansion","Apr",2015,Apr 2015,3
"Morris-Jumel Mansion","Apr",2016,Apr 2016,10
"Morris-Jumel Mansion","Apr",2017,Apr 2017,3
"Morris-Jumel Mansion","Apr",2018,Apr 2018,1
"Morris-Jumel Mansion","May",2013,May 2013,4
"Morris-Jumel Mansion","May",2014,May 2014,2
"Morris-Jumel Mansion","May",2015,May 2015,18
"Morris-Jumel Mansion","May",2016,May 2016,7
"Morris-Jumel Mansion","May",2017,May 2017,2
"Morris-Jumel Mansion","May",2018,May 2018,1
"Morris-Jumel Mansion","Jun",2013,Jun 2013,1
"Morris-Jumel Mansion","Jun",2014,Jun 2014,3
"Morris-Jumel Mansion","Jun",2015,Jun 2015,15
"Morris-Jumel Mansion","Jun",2016,Jun 2016,6
"Morris-Jumel Mansion","Jun",2017,Jun 2017,3
"Morris-Jumel Mansion","Jun",2018,Jun 2018,9
"Morris-Jumel Mansion","Jul",2015,Jul 2015,20
"Morris-Jumel Mansion","Jul",2016,Jul 2016,13
"Morris-Jumel Mansion","Jul",2017,Jul 2017,4
"Morris-Jumel Mansion","Jul",2018,Jul 2018,57
"Morris-Jumel Mansion","Aug",2013,Aug 2013,3
"Morris-Jumel Mansion","Aug",2015,Aug 2015,14
"Morris-Jumel Mansion","Aug",2016,Aug 2016,11
"Morris-Jumel Mansion","Aug",2017,Aug 2017,7
"Morris-Jumel Mansion","Aug",2018,Aug 2018,49
"Morris-Jumel Mansion","Sep",2013,Sep 2013,1
"Morris-Jumel Mansion","Sep",2015,Sep 2015,11
"Morris-Jumel Mansion","Sep",2017,Sep 2017,1
"Morris-Jumel Mansion","Sep",2018,Sep 2018,20
"Morris-Jumel Mansion","Oct",2013,Oct 2013,4
"Morris-Jumel Mansion","Oct",2015,Oct 2015,25
"Morris-Jumel Mansion","Oct",2016,Oct 2016,13
"Morris-Jumel Mansion","Oct",2017,Oct 2017,2
"Morris-Jumel Mansion","Oct",2018,Oct 2018,15
"Morris-Jumel Mansion","Nov",2015,Nov 2015,15
"Morris-Jumel Mansion","Nov",2016,Nov 2016,5
"Morris-Jumel Mansion","Nov",2017,Nov 2017,2
"Morris-Jumel Mansion","Nov",2018,Nov 2018,13
"Morris-Jumel Mansion","Dec",2013,Dec 2013,2
"Morris-Jumel Mansion","Dec",2015,Dec 2015,11
"Morris-Jumel Mansion","Dec",2016,Dec 2016,7
"Morris-Jumel Mansion","Dec",2018,Dec 2018,5
"New York Restoration Project","Jan",2014,Jan 2014,2
"New York Restoration Project","Jan",2017,Jan 2017,3
"New York Restoration Project","Feb",2017,Feb 2017,4
"New York Restoration Project","Mar",2013,Mar 2013,1
"New York Restoration Project","Mar",2015,Mar 2015,1
"New York Restoration Project","Apr",2013,Apr 2013,10
"New York Restoration Project","Apr",2014,Apr 2014,7
"New York Restoration Project","Apr",2015,Apr 2015,8
"New York Restoration Project","Apr",2016,Apr 2016,16
"New York Restoration Project","Apr",2017,Apr 2017,4
"New York Restoration Project","Apr",2018,Apr 2018,3
"New York Restoration Project","May",2013,May 2013,14
"New York Restoration Project","May",2014,May 2014,13
"New York Restoration Project","May",2015,May 2015,9
"New York Restoration Project","May",2016,May 2016,12
"New York Restoration Project","May",2017,May 2017,3
"New York Restoration Project","May",2018,May 2018,1
"New York Restoration Project","Jun",2013,Jun 2013,19
"New York Restoration Project","Jun",2014,Jun 2014,16
"New York Restoration Project","Jun",2015,Jun 2015,40
"New York Restoration Project","Jun",2016,Jun 2016,48
"New York Restoration Project","Jun",2017,Jun 2017,37
"New York Restoration Project","Jun",2018,Jun 2018,19
"New York Restoration Project","Jul",2013,Jul 2013,19
"New York Restoration Project","Jul",2014,Jul 2014,34
"New York Restoration Project","Jul",2015,Jul 2015,40
"New York Restoration Project","Jul",2016,Jul 2016,50
"New York Restoration Project","Jul",2017,Jul 2017,41
"New York Restoration Project","Jul",2018,Jul 2018,24
"New York Restoration Project","Aug",2013,Aug 2013,21
"New York Restoration Project","Aug",2014,Aug 2014,37
"New York Restoration Project","Aug",2015,Aug 2015,44
"New York Restoration Project","Aug",2016,Aug 2016,51
"New York Restoration Project","Aug",2017,Aug 2017,43
"New York Restoration Project","Aug",2018,Aug 2018,33
"New York Restoration Project","Sep",2013,Sep 2013,22
"New York Restoration Project","Sep",2014,Sep 2014,19
"New York Restoration Project","Sep",2015,Sep 2015,28
"New York Restoration Project","Sep",2016,Sep 2016,26
"New York Restoration Project","Sep",2017,Sep 2017,68
"New York Restoration Project","Sep",2018,Sep 2018,20
"New York Restoration Project","Oct",2013,Oct 2013,11
"New York Restoration Project","Oct",2014,Oct 2014,14
